"id","name","specialization","degree","hospital_name","link"
873,"Dr. Nida Fatima","Critical Care","FCCS (Critical Care Medicine), IDCCM (Critical Care Medicine), M.D. (Anesthesia &amp; Critical Care), MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-nida-fatima"
874,"Dr. Priyanka Goyal","Critical Care","Indian Diploma in Critical Care Medicine, MD Anaesthesia and Critical Care, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-priyanka-goyal"
875,"Dr. Ajay Kumar Singh","Medical Oncology 
                                                    Cancer Care","DM Medical Oncology, MD Medicine, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-ajay-kumar-singh"
876,"Dr. Ajay Kumar Singh","Medical Oncology 
                                                    Cancer Care","DM Medical Oncology, MD Medicine, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/medical-oncology/doctor/dr-ajay-kumar-singh"
877,"Dr. Punita Pavceha","Medical Oncology 
                                                    Cancer Care","DCh, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-punita-pavceha"
878,"Dr. Punita Pavceha","Medical Oncology 
                                                    Cancer Care","DCh, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/medical-oncology/doctor/dr-punita-pavceha"
879,"Dr. Harikrishnan Nair","Cardiac Surgery 
                                                    Cardiac Care","Fellow Pediatric Cardiac Surgery Queensland Children’s
Hospital,
Fellow Pediatric Cardiac Surgery Perth Children’s Hospital,
MCh Cardiothoracic surgery, 
M.S General Surgery","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-harikrishnan-nair"
880,"Dr. Harikrishnan Nair","Cardiac Surgery 
                                                    Cardiac Care","Fellow Pediatric Cardiac Surgery Queensland Children’s
Hospital,
Fellow Pediatric Cardiac Surgery Perth Children’s Hospital,
MCh Cardiothoracic surgery, 
M.S General Surgery","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-harikrishnan-nair"
881,"Dr. Birendra Bhagat","Gynaecology and GynaeOncology","Fellowship in Gyne-oncology, 
D.MAS, 
F.MAS, 
MD in Obstetrics and Gynecology, 
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gynaecology-and-gynaeoncology/doctor/dr-birendra-bhagat"
882,"Dr. Anindita Seth","Critical Care","Indian Diploma of Pediatric Critical Care Medicine,
Assistant Professor Pediatrics,
Senior Resident Pediatrics,
MD Pediatrics,
M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-anindita-seth"
883,"Dr. Ammar Javed","Paediatric Care","Fellowship in Neonatology, PGPN (Boston , USA), 
Post Graduate Diploma in Child Health (AMU, Aligarh), 
MBBS (AMU, Aligarh)","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/paediatrics/doctor/dr-ammar-javed"
884,"Dr. Ranjan Kumar","Neurology 
                                                    Neurosciences","DrNB – Neurology, MD- General Medicine, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-ranjan-kumar"
885,"Dr. Mukund Agrawal","Neurology 
                                                    Neurosciences","DM Neurology, 
MD Pediatrics,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neuro/doctor/dr-ranjan-kumar"
886,"Dr. Punit Kumar","Neurosurgery 
                                                    Neurosciences","Fellowship in endoscopic brain and spine surgery,
Mch neurosurgery,
MS general surgery,
MBBS,","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-punit-kumar"
887,"Dr. Punit Kumar","Neurosurgery 
                                                    Neurosciences","Fellowship in endoscopic brain and spine surgery,
Mch neurosurgery,
MS general surgery,
MBBS,","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurosurgery/doctor/dr-punit-kumar"
888,"Dr. Mukund Agrawal","Neurology 
                                                    Neurosciences","DM Neurology, 
MD Pediatrics,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-mukund-agrawal"
889,"Dr. Mukund Agrawal","Neurology 
                                                    Neurosciences","DM Neurology, 
MD Pediatrics,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neuro/doctor/dr-mukund-agrawal"
890,"Dr. Nishant Gaurav","Radiation Oncology 
                                                    Cancer Care","DNB, Radiation Oncology, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/oncology/doctor/dr-nishant-gaurav"
891,"Dr. Nishant Gaurav","Radiation Oncology 
                                                    Cancer Care","DNB, Radiation Oncology, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/radiation-oncology/doctor/dr-nishant-gaurav"
892,"Dr. Venugopal M","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Life member (Indian Academy of Echocardiography),
Comprehensive Course in Echocardiography,
Post graduate degree in clinical cardiology,
M.D. (PHYSICIAN)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-venugopal-m"
893,"Dr. Venugopal M","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Life member (Indian Academy of Echocardiography),
Comprehensive Course in Echocardiography,
Post graduate degree in clinical cardiology,
M.D. (PHYSICIAN)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-preventive/doctor/dr-venugopal-m"
894,"Dr. Anoop Mantri","Cancer Care","DM (Medical Oncology & Hemato Oncology), Tata Memorial Hospital, Mumbai, 2020, 
MD S.N. Medical College, Jodhpura,  2017,
MBBS from Seth G.S. Medical College & KEM Hospital, Mumbai, 2014","Medanta, IN","https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/oncology/doctor/dr-anoop-mantri"
895,"Dr. Rakesh Kumar Mishra","Internal Medicine","MPH in Epidemiology, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-rakesh-kumar-mishra"
896,"Dr. Anshu Kumari","Critical Care","MD Anesthesia, MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-anshu-kumari"
897,"Dr. Mahendra Narwaley","Cardiac Surgery 
                                                    Cardiac Care","M.Ch (CTVS), 
MS. (General surgery),
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-mahendra-narwaley"
898,"Dr. Mahendra Narwaley","Cardiac Surgery 
                                                    Cardiac Care","M.Ch (CTVS), 
MS. (General surgery),
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiac-surgery/doctor/dr-mahendra-narwaley"
899,"Dr. Narayan Adhikari","Medical Oncology 
                                                    Cancer Care","DrNB Medical Oncology,
MRCP- SCE Medical Oncology,
ECMO (European Certification of Medical Oncology),
MD Radiation Oncology,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-narayan-adhikari"
900,"Dr. Narayan Adhikari","Medical Oncology 
                                                    Cancer Care","DrNB Medical Oncology,
MRCP- SCE Medical Oncology,
ECMO (European Certification of Medical Oncology),
MD Radiation Oncology,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/medical-oncology/doctor/dr-narayan-adhikari"
901,"Dr. Amrin Bader","Critical Care","MD Anasthesia,
FNB Critical Care Medicine","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-amrin-bader"
902,"Dr. Rohit Garg","Critical Care","FNB,
MD (ANESTHESIA) GMC,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-rohit-garg"
903,"Dr. Shubhi Singhal","Respiratory & Sleep Medicine 
                                                    Internal Medicine","M.D Pulmonary Medicine,
DNB Respiratory Medicine,
M.B.B.S,
MNAMS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/pulmonology/doctor/dr-shubhi-singhal"
904,"Dr. Shubhi Singhal","Respiratory & Sleep Medicine 
                                                    Internal Medicine","M.D Pulmonary Medicine,
DNB Respiratory Medicine,
M.B.B.S,
MNAMS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-shubhi-singhal"
905,"Dr. Sushil Kumar","Interventional Cardiology 
                                                    Cardiac Care","DM Cardiology, 
MD Paediatrics,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-sushil-kumar"
906,"Dr. Sushil Kumar","Interventional Cardiology 
                                                    Cardiac Care","DM Cardiology, 
MD Paediatrics,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/interventional/doctor/dr-sushil-kumar"
907,"Dr. Syed Faiz Ahmed","Emergency","Masters In Emergency Medicine, 
Diploma In Emergency Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/emergency/doctor/dr-syed-faiz-ahmed"
908,"Dr. Pooja P Lokkur","Nephrology 
                                                    Renal Care","DrNB Nephrology,
MD General Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-pooja-p-lokkur"
909,"Dr. Pooja P Lokkur","Nephrology 
                                                    Renal Care","DrNB Nephrology,
MD General Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/nephrology/doctor/dr-pooja-p-lokkur"
910,"Dr. Kanika Arora","ENT (Ear,Nose,Throat)","PDCC NEURO-OTOLOGY
DNB ENT
MS ENT
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/ent/doctor/dr-kanika-arora"
911,"Dr. Neha Manhas","Nephrology 
                                                    Renal Care","DrNB Nephrology, 
M.D. General Medicine, 
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-neha-manhas"
912,"Dr. Neha Manhas","Nephrology 
                                                    Renal Care","DrNB Nephrology, 
M.D. General Medicine, 
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/nephrology/doctor/dr-neha-manhas"
913,"Dr. Dharmendra Singh Bhadauria","Nephrology 
                                                    Renal Care","DM Nephrology, 
MD Internal Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology-nephrology/doctor/dr-dharmendra-singh-bhadauria"
914,"Dr. Dharmendra Singh Bhadauria","Nephrology 
                                                    Renal Care","DM Nephrology, 
MD Internal Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/nephrology/doctor/dr-dharmendra-singh-bhadauria"
915,"Dr. Harsh Sapra","Critical Care","FRCP (GLASGOW), Fellowship Neuro Anaesthesia (ROYAL VICTORIA HOSPITAL (UK), Executive Leadership For Healthcare Professionals (CORNELL UNIVERSITY (USA), Diploma Anaesthesia (JNMC (AMU)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-harsh-sapra"
916,"Dr. Shweta Rai","Gynae-Oncology 
                                                    Cancer Care","MCh Gynec Oncology,
Senior Resident (Obstetrics and Gynecology),
M.D. (and DNB) Obstetrics and Gynecology,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/oncology/doctor/dr-shweta-rai"
917,"Dr. Shweta Rai","Gynae-Oncology 
                                                    Cancer Care","MCh Gynec Oncology,
Senior Resident (Obstetrics and Gynecology),
M.D. (and DNB) Obstetrics and Gynecology,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gynae-oncology/doctor/dr-shweta-rai"
918,"Dr. Upali Nanda","Internal Medicine","DNB Family Medicine,
Fellowship in Nephrology, 
Certificate course in evidence based diabetes management, 
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-upali-nanda"
919,"Dr. Nitin Kumar Rajput","Cardiac Surgery 
                                                    Cardiac Care","MCH in Cardiothoracic and Vascular Surgery
M.S. (General Surgery)  from King George’s Medical University-Uttar Pradesh,
M.B.B.S.  from King George’s Medical College - Uttar Pradesh.
FIACS (Cardiac Surgery)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-nitin-kumar-rajput"
920,"Dr. Nitin Kumar Rajput","Cardiac Surgery 
                                                    Cardiac Care","MCH in Cardiothoracic and Vascular Surgery
M.S. (General Surgery)  from King George’s Medical University-Uttar Pradesh,
M.B.B.S.  from King George’s Medical College - Uttar Pradesh.
FIACS (Cardiac Surgery)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-nitin-kumar-rajput"
921,"Dr. Shradha Anthappan","Critical Care","M.D. (Anaes.),
Diploma (Anaes.),
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-shradha-anthappan"
922,"Dr. Tej Kumar Varma K","Cardiac Surgery 
                                                    Cardiac Care","DNB Cardiothoracic Surgery,
CRRI,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-tej-kumar-varma-k"
923,"Dr. Tej Kumar Varma K","Cardiac Surgery 
                                                    Cardiac Care","DNB Cardiothoracic Surgery,
CRRI,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-tej-kumar-varma-k"
924,"Dr. Shachi","Internal Medicine","D.N.B. (National Board of Examinations),
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/internal-medicine/doctor/dr-shachi"
925,"Dr. Jimmy Pathak","Endocrinology & Diabetes","DM,
MD,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/endocrinology-diabetology/doctor/dr-jimmy-pathak"
926,"Dr. Sunil Kumar Singh","Liver Transplant","Clinical Fellowship Liver Transplantation & Hepatobiliary Surgery Medanta,
Clinical Fellowship Liver Transplantation & Hepatobiliary Surgery, 
Senior Resident Surgical Gastroenterology, 
Senior Research Associate Surgical Gastroenterology, 
MS(General Surgery),
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/liver-transplantation/doctor/dr-sunil-kumar-singh"
927,"Dr. Areeba Khan","Ophthalmology","DNB OPHTHALMOLOGY,
Diploma in Ophthalmology,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/ophthalmology/doctor/dr-areeba-khan"
928,"Dr. Susan Philip","Critical Care","DrNB Critical Care Medicine,
MD. Internal Medicine,
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-susan-philip"
929,"Dr. Nadeem Mushtaque Ahmed","GI Surgery 
                                                    Gastrosciences","M.R.C.S. ,
F.A.C.S. ,
F.N.B. - Minimal Access Surgery,
F.I.A.G.E.S. ,
M.S. General Surgery ,
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gastroenterology/doctor/dr-nadeem-mushtaque-ahmed"
930,"Dr. Nadeem Mushtaque Ahmed","GI Surgery 
                                                    Gastrosciences","M.R.C.S. ,
F.A.C.S. ,
F.N.B. - Minimal Access Surgery,
F.I.A.G.E.S. ,
M.S. General Surgery ,
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gi-surgery/doctor/dr-nadeem-mushtaque-ahmed"
931,"Dr. Mayoori Sharad","Cardiac Care","DIP Card
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/cardiology/doctor/dr-mayoori-sharad"
932,"Dr. Sandeep Singh Bali","Medical Oncology 
                                                    Cancer Care","MBA in Hospital Management
PGD in Clinical Research
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-sandeep-singh-bali"
933,"Dr. Sandeep Singh Bali","Medical Oncology 
                                                    Cancer Care","MBA in Hospital Management
PGD in Clinical Research
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/medical-oncology/doctor/dr-sandeep-singh-bali"
934,"Dr. Manoj Kumar Mishra","ENT (Ear,Nose,Throat)","M.S. (OTOLAYRYNGOLOGY)
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/ent/doctor/dr-manoj-kumar-mishra"
935,"Dr. Harsh Kaushal","Internal Medicine","MD( internal medicine),
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/internal-medicine/doctor/dr-harsh-kaushal"
936,"Dr. Saurabh Kumar","Critical Care","MD (Anaesthesia and Critical Care),
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/critical-care/doctor/dr-saurabh-kumar"
937,"Dr. Chris Alvis Shaji","Internal Medicine","MD Internal Medicine, 
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-chris-alvis-shaji"
938,"Dr. Tanzilur Rahman","Urology 
                                                    Renal Care","MCh urology,
M S surgery,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/urology-nephrology/doctor/dr-tanzilur-rahman"
939,"Dr. Tanzilur Rahman","Urology 
                                                    Renal Care","MCh urology,
M S surgery,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/urology/doctor/dr-tanzilur-rahman"
940,"Dr. Kshitij Bansal","Neurology 
                                                    Neurosciences","DM (Neurology) GMC, Kota,
MD (General Medicine) VMMC and Safdarjung Hospital,
MBBS VMMC and Safdarjung Hospital","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-kshitij-bansal"
941,"Dr. Kshitij Bansal","Neurology 
                                                    Neurosciences","DM (Neurology) GMC, Kota,
MD (General Medicine) VMMC and Safdarjung Hospital,
MBBS VMMC and Safdarjung Hospital","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neuro/doctor/dr-kshitij-bansal"
942,"Dr. Rahul Kumar","Respiratory Medicine 
                                                    Respiratory & Sleep Medicine","DM Pulmonary and Critical Care Medicine,
Fellowship in Sleep Medicine, 
MD Respiratory Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/pulmonology/doctor/dr-rahul-kumar"
943,"Dr. Rahul Kumar","Respiratory Medicine 
                                                    Respiratory & Sleep Medicine","DM Pulmonary and Critical Care Medicine,
Fellowship in Sleep Medicine, 
MD Respiratory Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/respiratory-medicine/doctor/dr-rahul-kumar"
944,"Dr. Amit Garg","Dentistry","MDS (Master of Dental Surgery)(PERIODONTICS),
Post Graduate Certificate Course in Oral Implantology,
Post Graduate Certificate Course in Aesthetic Dentistry,
BDS (Bachelor of Dental Surgery)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/dentistry/doctor/dr-amit-garg"
945,"Dr. Bhrigu Jain","Internal Medicine","MRCP UK part 1 and 2,
MD Geriatric Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-bhrigu-jain"
946,"Dr. Mohd Suhel","Medical Oncology 
                                                    Cancer Care","DrNB,
MD Radiation Oncology,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-mohd-suhel"
947,"Dr. Mohd Suhel","Medical Oncology 
                                                    Cancer Care","DrNB,
MD Radiation Oncology,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/medical-oncology/doctor/dr-mohd-suhel"
948,"Dr. Sunil Kumar Shukla","Neurosurgery 
                                                    Neurosciences","Mch. Neurosurgery from Sher I Kashmir institute of medical sciences Srinagar,
MS General Surgery from Govt medical college Amritsar,
MBBS from King George medical university LKO","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-sunil-kumar-shukla"
949,"Dr. Sunil Kumar Shukla","Neurosurgery 
                                                    Neurosciences","Mch. Neurosurgery from Sher I Kashmir institute of medical sciences Srinagar,
MS General Surgery from Govt medical college Amritsar,
MBBS from King George medical university LKO","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurosurgery/doctor/dr-sunil-kumar-shukla"
950,"Dr. Sunil Kumar Tripathi","Critical Care","DrNB( Critical care Medicine) Sir Gangaram Hospital New Delhi,
MD( Anesthesiology) King George Medical University,
MBBS Maharani Laxmi Bai Medical College, Jhansi","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-sunil-kumar-tripathi"
951,"Dr. Nikita Malhotra","Neurology 
                                                    Neurosciences","Post Doctoral Fellow(Stroke Neurology) ,
Doctorate in Neurology (DrNB) Army Hospital Research and Referral,
MD Internal Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-nikita-malhotra"
952,"Dr. Nikita Malhotra","Neurology 
                                                    Neurosciences","Post Doctoral Fellow(Stroke Neurology) ,
Doctorate in Neurology (DrNB) Army Hospital Research and Referral,
MD Internal Medicine,
MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neuro/doctor/dr-nikita-malhotra"
953,"Dr. Nikhil Puri","Plastic, Aesthetic and Reconstructive Surgery","M.Ch (Plastic Surgery - Gold Medalist ) from Banaras Hindu University Varanasi, 
M.S (General Surgery)	from SRHU Dehradun,
MBBS from HNB Garhwal University","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/plastic-aesthetic-and-reconstructive-surgery/doctor/dr-nikhil-puri"
954,"Dr. Rajeev Krishna Choudhary","Cardiology 
                                                    Cardiac Care","DM (Cardiology) King Georges Medical university,
MD( internal medicine) VMMC and safdarjung Hospital, New delhi
DCH VMMC and safdarjung Hospital, New delhi
MBBS VMMC and safdarjung Hospital, New delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-rajeev-krishna-choudhary"
955,"Dr. Rajeev Krishna Choudhary","Cardiology 
                                                    Cardiac Care","DM (Cardiology) King Georges Medical university,
MD( internal medicine) VMMC and safdarjung Hospital, New delhi
DCH VMMC and safdarjung Hospital, New delhi
MBBS VMMC and safdarjung Hospital, New delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiac/doctor/dr-rajeev-krishna-choudhary"
956,"Dr. Shailendra Mohan Shukla","Urology 
                                                    Renal Care","M.ch (Urology) Govt Medical College, Trivandrum (KUHS)
MS (General Surgery) LLRM Medical College-Meerut- UP
MBBS Govt Medical College, Trivandrum – Kerala University,","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/urology-nephrology/doctor/dr-shailendra-mohan-shukla"
957,"Dr. Shailendra Mohan Shukla","Urology 
                                                    Renal Care","M.ch (Urology) Govt Medical College, Trivandrum (KUHS)
MS (General Surgery) LLRM Medical College-Meerut- UP
MBBS Govt Medical College, Trivandrum – Kerala University,","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/urology/doctor/dr-shailendra-mohan-shukla"
958,"Dr. Ashish Ukey","Plastic, Aesthetic and Reconstructive Surgery","M.Ch (Plastic Surgery)	Banaras Hindu University, Varanasi,
M.S (General Surgery)	GMC, MIRAJ,
MBBS	JNMC, WARDHA","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/plastic-aesthetic-and-reconstructive-surgery/doctor/dr-ashish-ukey"
959,"Dr. Jitendra Kumar Singh","Critical Care","MD Anaesthesia PMCH Patna
MBBS SKMCH Muzaffarpur [Bihar]","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-jitendra-kumar-singh"
960,"Dr. Kailash Mohitey","Internal Medicine","MBBS- Government Medical College, Jabalpur
MD Medicine (General)- Armed Forces Medical College-Pune","Medanta, IN","https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/internal-medicine/doctor/dr-kailash-mohitey"
961,"Dr. Sunny Khari","Internal Medicine","MD- General Medicine ,
MBBS ,","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-sunny-khari"
962,"Dr. Vivek Sharma","Radiology & Imaging","DNB Radiology , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/radiology/doctor/dr-vivek-sharma"
963,"Dr. Athar Jamal","Critical Care","DM Pediatric Critical Care JIPMER, Puducheryy,
MD Pediatrics PGIMER, Chandigarh, 
MBBS Seth GS medical college & KEM hospital","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-athar-jamal"
964,"Dr. Ajay Shukla","Radiation Oncology 
                                                    Cancer Care","MD Radiation Oncology Assam Medical college and Hospital; SSUHS Guwahati.
CCEPC	Indian Association of Palliative Care
M.B.B.S	Bidar Insitute of Medical Sciences (BRIMS); RGUHS Bangalore.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-ajay-shukla"
965,"Dr. Ajay Shukla","Radiation Oncology 
                                                    Cancer Care","MD Radiation Oncology Assam Medical college and Hospital; SSUHS Guwahati.
CCEPC	Indian Association of Palliative Care
M.B.B.S	Bidar Insitute of Medical Sciences (BRIMS); RGUHS Bangalore.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/radiation-oncology/doctor/dr-ajay-shukla"
966,"Dr. Sheetal Bakshi","Ophthalmology","Fellow in Ophthalmic plastic and Orbital Surgery ,
Fellow in Basic Phacoemulsification training , 
Master of Surgery Ophthalmology, 
M.B.B.S.,","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/opthalmology/doctor/dr-sheetal-bakshi"
967,"Dr. Rahul Shekhar","Internal Medicine","MD General Medicine NMCH,
MBBS PMCH","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/internal-medicine/doctor/dr-rahul-shekhar"
968,"Dr. Sujeet Kumar","Medical Oncology 
                                                    Cancer Care","DM Clinical Hematology SGPGI Lucknow,
EHA Certification in Hematology European Hematology Association,
MD SGPGI Lucknow,
MBBS NRS Medical College, Kolkata","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-sujeet-kumar"
